13,4,0C-maj,0D-maj,0B-7,0E-min,,,,,,,,,,,,,,,,1.2389012566026307,#,_0E-min0B-70D-maj0C-maj,"0016c, 0086c, 16c",3,2
12,15,0C-maj,0D-maj,0D-maj,0E-min7,0C-maj,0D-maj,0E-min7,0C-maj,0D-maj,0E-min7,0C-maj,0D-maj,0E-min7,0C-maj,0D-maj,,,,,1.9182958340544893,###########,_0D-maj0C-maj0E-min70D-maj0C-maj0E-min70D-maj0C-maj0E-min70D-maj0C-maj0E-min70D-maj0D-maj0C-maj,"0352v, 0503l, 0352s, 0352p, 0503c, 0352c, 0503v, 0352l, 0503s, 0503p",2,2
14,5,0C-maj,0D-maj,0E-min/b7,0C-maj,0D-maj,,,,,,,,,,,,,,,1.5566567074628228,##,_0D-maj0C-maj0E-min/b70D-maj0C-maj,"0352v, 0352p, 0503c, 0352c, 0503v, 0503p",2,2
32,10,0C-maj,0D-maj,0E-min7,0B-min7,0C-maj,0D-maj,0E-min7,0B-min7,0C-maj,0D-maj,,,,,,,,,,0.9933927290103626,#####,_0D-maj0C-maj0B-min70E-min70D-maj0C-maj0B-min70E-min70D-maj0C-maj,"0281d, 0660t, 0281b, 0281c, 0281o, 0660c, 0281t, 0281v, 0660b, 0660v, 0660d, 0660o",2,2
26,14,0C-maj,0D-maj,0E-min7,0B-min7,0C-maj,0D-maj,0E-min7,0B-min7,0C-maj,0D-maj,0E-min7,0B-min7,0C-maj,0D-maj,,,,,,1.1451104143815827,###,_0D-maj0C-maj0B-min70E-min70D-maj0C-maj0B-min70E-min70D-maj0C-maj0B-min70E-min70D-maj0C-maj,"0281d, 0660t, 0281b, 0281c, 0281o, 0660c, 0281t, 0281v, 0660b, 0660v, 0660d, 0660o",2,2
20,18,0C-maj,0D-maj,0E-min7,0B-min7,0C-maj,0D-maj,0E-min7,0B-min7,0C-maj,0D-maj,0E-min7,0B-min7,0C-maj,0D-maj,0E-min7,0B-min7,0C-maj,0D-maj,,0.9219280948873623,###,_0D-maj0C-maj0B-min70E-min70D-maj0C-maj0B-min70E-min70D-maj0C-maj0B-min70E-min70D-maj0C-maj0B-min70E-min70D-maj0C-maj,"0281d, 0660t, 0281b, 0281c, 0281o, 0660c, 0281t, 0281v, 0660b, 0660v, 0660d, 0660o",2,2
54,5,0C-maj,0D-maj,0E-min7,0C-maj,0D-maj,,,,,,,,,,,,,,,1.4708767428894527,#,_0D-maj0C-maj0E-min70D-maj0C-maj,"0352v, 0503l, 0352s, 0503c, 0352c, 0503v, 0352l, 0503s",2,2
36,8,0C-maj,0D-maj,0E-min7,0C-maj,0D-maj,0E-min7,0C-maj,0D-maj,,,,,,,,,,,,1.8288713632524445,##,_0D-maj0C-maj0E-min70D-maj0C-maj0E-min70D-maj0C-maj,"0352v, 0503l, 0352s, 0503c, 0352c, 0503v, 0352l, 0503s",2,2
18,11,0C-maj,0D-maj,0E-min7,0C-maj,0D-maj,0E-min7,0C-maj,0D-maj,0E-min7,0C-maj,0D-maj,,,,,,,,,2.0588138903312014,##,_0D-maj0C-maj0E-min70D-maj0C-maj0E-min70D-maj0C-maj0E-min70D-maj0C-maj,"0503l, 0352s, 0503c, 0352c, 0352l, 0503s",2,2
12,5,0C-maj,0D-maj,3D-maj6,0D-maj,3D-maj6,,,,,,,,,,,,,,,1.0408520829727552,##,_3D-maj60D-maj3D-maj60D-maj0C-maj,"0913c, 0913i",1,1
10,6,0C-maj,0D-maj,3E-maj,0F-maj,3E-maj,0A-min,,,,,,,,,,,,,,1.5219280948873621,###,_0A-min3E-maj0F-maj3E-maj0D-maj0C-maj,1053c,2,1
12,13,0C-maj,0D-min,0F-maj,2E-maj,0A-min,0C-maj,0D-min,0F-maj,2E-maj,0A-min,0C-maj,0D-min,0F-maj,,,,,,,0.9182958340544896,########,_0F-maj0D-min0C-maj0A-min2E-maj0F-maj0D-min0C-maj0A-min2E-maj0F-maj0D-min0C-maj,"0751v, 0248v, 0248c, 0751c",2,2
32,9,0C-maj,0D-min7,0A-min7,0B--maj,0C-maj,0D-min7,0A-min7,0B--maj,0C-maj,,,,,,,,,,,0.9933927290103626,#####,_0C-maj0B--maj0A-min70D-min70C-maj0B--maj0A-min70D-min70C-maj,"0281d, 0660t, 0281b, 0281c, 0281o, 0660c, 0281t, 0281v, 0660b, 0660v, 0660d, 0660o",2,2
26,13,0C-maj,0D-min7,0A-min7,0B--maj,0C-maj,0D-min7,0A-min7,0B--maj,0C-maj,0D-min7,0A-min7,0B--maj,0C-maj,,,,,,,1.1451104143815827,###,_0C-maj0B--maj0A-min70D-min70C-maj0B--maj0A-min70D-min70C-maj0B--maj0A-min70D-min70C-maj,"0281d, 0660t, 0281b, 0281c, 0281o, 0660c, 0281t, 0281v, 0660b, 0660v, 0660d, 0660o",2,2
20,17,0C-maj,0D-min7,0A-min7,0B--maj,0C-maj,0D-min7,0A-min7,0B--maj,0C-maj,0D-min7,0A-min7,0B--maj,0C-maj,0D-min7,0A-min7,0B--maj,0C-maj,,,0.9219280948873623,###,_0C-maj0B--maj0A-min70D-min70C-maj0B--maj0A-min70D-min70C-maj0B--maj0A-min70D-min70C-maj0B--maj0A-min70D-min70C-maj,"0281d, 0660t, 0281b, 0281c, 0281o, 0660c, 0281t, 0281v, 0660b, 0660v, 0660d, 0660o",2,2
12,5,0C-maj,0E-min,0G-maj,0C-maj,0E-min,,,,,,,,,,,,,,,1.4182958340544896,#,_0E-min0C-maj0G-maj0E-min0C-maj,"0345c, 0345d",1,1
59,5,0C-maj,0F#maj,0D-maj,0C-maj,0F#maj,,,,,,,,,,,,,,,1.363722757088527,#,_0F#maj0C-maj0D-maj0F#maj0C-maj,"0406c, 0810d, 0675o, 0810c, 0810l, 1002i, 1249v, 1002o, 1265v, 1249c, 0762b, 1265l, 1002v, 0699v, 1002s",8,8
33,8,0C-maj,0F#maj,0D-maj,0C-maj,0F#maj,0D-maj,0C-maj,0F#maj,,,,,,,,,,,,1.0563280663676942,#,_0F#maj0C-maj0D-maj0F#maj0C-maj0D-maj0F#maj0C-maj,"0810d, 1002o, 0675o, 1002i, 0810l, 0810c, 1265v, 1002v, 1002s",4,4
21,11,0C-maj,0F#maj,0D-maj,0C-maj,0F#maj,0D-maj,0C-maj,0F#maj,0D-maj,0C-maj,0F#maj,,,,,,,,,1.1182751607709762,##,_0F#maj0C-maj0D-maj0F#maj0C-maj0D-maj0F#maj0C-maj0D-maj0F#maj0C-maj,"0810d, 1002o, 0675o, 1002i, 0810c, 1265v, 1002v, 1002s",4,4
13,14,0C-maj,0F#maj,0D-maj,0C-maj,0F#maj,0D-maj,0C-maj,0F#maj,0D-maj,0C-maj,0F#maj,0D-maj,0C-maj,0F#maj,,,,,,1.1451104143815827,##,_0F#maj0C-maj0D-maj0F#maj0C-maj0D-maj0F#maj0C-maj0D-maj0F#maj0C-maj0D-maj0F#maj0C-maj,"0810d, 1002o, 0675o, 1002i, 0810c, 1002v, 1002s",3,3
10,14,0C-maj,0F#maj,0D-maj,0F-maj,0C-maj,0F#maj,0D-maj,0F-maj,0C-maj,0F#maj,0D-maj,0F-maj,0C-maj,0F#maj,,,,,,0.9219280948873623,########,_0F#maj0C-maj0F-maj0D-maj0F#maj0C-maj0F-maj0D-maj0F#maj0C-maj0F-maj0D-maj0F#maj0C-maj,"0655d, 0655o",1,1
11,5,0C-maj,0F#maj,0D-maj,3F#maj/5,0D-maj,,,,,,,,,,,,,,,1.676737030052133,#,_0D-maj3F#maj/50D-maj0F#maj0C-maj,"0941c, 0941l, 0941o, 0941v",1,1
16,7,0C-maj,0F#maj,2D-maj,0D-maj,0C-maj,0F#maj,2D-maj,,,,,,,,,,,,,1.2987949406953985,###,_2D-maj0F#maj0C-maj0D-maj2D-maj0F#maj0C-maj,"0075t, 0075v, 0095v, 0095t, 0095i, 0075i",2,2
10,11,0C-maj,0F#maj,2D-maj,0D-maj,0C-maj,0F#maj,2D-maj,0D-maj,0C-maj,0F#maj,2D-maj,,,,,,,,,1.5219280948873621,###,_2D-maj0F#maj0C-maj0D-maj2D-maj0F#maj0C-maj0D-maj2D-maj0F#maj0C-maj,"0075t, 0075v, 0095v, 0095t, 0095i, 0075i",2,2
17,4,0C-maj,0F#min9,2B--maj7,0C-maj,,,,,,,,,,,,,,,,1.8210319581338212,#,_0C-maj2B--maj70F#min90C-maj,"0663l, 0663c, 0663d",1,1
12,6,0C-maj,0F-maj,0A-min,0C-maj,0F-maj,0A-min,,,,,,,,,,,,,,1.4182958340544896,##,_0A-min0F-maj0C-maj0A-min0F-maj0C-maj,"0345c, 0345d",1,1
12,5,0C-maj,0F-maj,0G-maj,0E-7,0A-min,,,,,,,,,,,,,,,0.9182958340544896,##,_0A-min0E-70G-maj0F-maj0C-maj,"0016c, 16c",2,1
18,4,0C-maj,0F-maj,3G-min7,0C-maj,,,,,,,,,,,,,,,,0.9182958340544896,#,_0C-maj3G-min70F-maj0C-maj,1192v,2,1
12,7,0C-maj,0F-maj,3G-min7,0C-maj,0F-maj,3G-min7,0C-maj,,,,,,,,,,,,,1.0,##,_0C-maj3G-min70F-maj0C-maj3G-min70F-maj0C-maj,1192v,2,1
10,15,0C-maj,0G-maj,0D-maj,0A-maj,0C-maj,0G-maj,0D-maj,0A-maj,0C-maj,0G-maj,0D-maj,0A-maj,0C-maj,0G-maj,0D-maj,,,,,0.9219280948873623,#########,_0D-maj0G-maj0C-maj0A-maj0D-maj0G-maj0C-maj0A-maj0D-maj0G-maj0C-maj0A-maj0D-maj0G-maj0C-maj,"0655d, 0655o",1,1
15,5,0C-maj,0G-maj,0D-maj,0C-maj,0E-min,,,,,,,,,,,,,,,1.6879430945989,#,_0E-min0C-maj0D-maj0G-maj0C-maj,"0111t, 0111u, 0111v, 0292o, 0176s, 176c, 0292c, 0176u, 0176o, 176s, 0176c, 176o, 176u, 0292s, 0292u, 0111o",4,2
15,4,0C-maj,0G-maj,0F-maj,0A-min,,,,,,,,,,,,,,,,1.6879430945989,#,_0A-min0F-maj0G-maj0C-maj,"0111t, 0111u, 0111v, 0292o, 0176s, 176c, 0292c, 0176u, 0176o, 176s, 0176c, 176o, 176u, 0292s, 0292u, 0111o",4,2
20,10,0C-maj,1B--maj,2A-min7/5,0A-5,0E-maj,1F-maj,3D-maj,0D-maj,1B-maj,2E-maj,,,,,,,,,,0.9709505944546686,#######,_2E-maj1B-maj0D-maj3D-maj1F-maj0E-maj0A-52A-min7/51B--maj0C-maj,"0381v, 0999v",2,2
12,4,0C-maj,1F#maj,2C-maj,3F#maj,,,,,,,,,,,,,,,,1.3250112108241772,#,_3F#maj2C-maj1F#maj0C-maj,0550v,1,1
13,6,0C-maj,1F-maj/5,2C-maj,0C-maj,1F-maj/5,2C-maj,,,,,,,,,,,,,,1.7381493331928664,##,_2C-maj1F-maj/50C-maj2C-maj1F-maj/50C-maj,0889u,1,1
24,3,0C-maj,2A-7,0D-maj,,,,,,,,,,,,,,,,,1.4056390622295662,#,_0D-maj2A-70C-maj,"0307c, 307c, 307d, 0307d",3,1
12,7,0C-maj,2A-min,0D-maj,0F#maj,0C-maj,2A-min,0D-maj,,,,,,,,,,,,,1.4591479170272448,###,_0D-maj2A-min0C-maj0F#maj0D-maj2A-min0C-maj,"546c, 0546c, 0546d, 546d",2,1
46,3,0C-maj,2B-7,0E-min,,,,,,,,,,,,,,,,,0.9123163027543336,#,_0E-min2B-70C-maj,"0751v, 0658c, 0248l, 0248i, 0248c, 0766u, 0766v, 0751u, 0658v, 0751c, 0658u, 0248v, 0248u, 0766c, 0751l, 0751i",4,4
12,11,0C-maj,2B-maj,0E-min,0G-maj,0A-min,0C-maj,2B-maj,0E-min,0G-maj,0A-min,0C-maj,,,,,,,,,0.9182958340544896,#######,_0C-maj0A-min0G-maj0E-min2B-maj0C-maj0A-min0G-maj0E-min2B-maj0C-maj,"0751v, 0248v, 0248c, 0751c",2,2
18,6,0C-maj,"2C-sus4(b7,9)",0C-maj,"2C-sus4(b7,9)",0C-maj,"2C-sus4(b7,9)",,,,,,,,,,,,,,0.9864267287308424,##,"_2C-sus4(b7,9)0C-maj2C-sus4(b7,9)0C-maj2C-sus4(b7,9)0C-maj","0781v, 0461v",2,2
12,8,0C-maj,"2C-sus4(b7,9)",0C-maj,"2C-sus4(b7,9)",0C-maj,"2C-sus4(b7,9)",0C-maj,"2C-sus4(b7,9)",,,,,,,,,,,,1.2516291673878228,#,"_2C-sus4(b7,9)0C-maj2C-sus4(b7,9)0C-maj2C-sus4(b7,9)0C-maj2C-sus4(b7,9)0C-maj","0781v, 0461v",2,2
10,7,0C-maj,2D-maj,0E-min,2D-maj,0C-maj,2D-maj,0E-min,,,,,,,,,,,,,0.9219280948873623,##,_0E-min2D-maj0C-maj2D-maj0E-min2D-maj0C-maj,"0134c, 0134v, 0134d, 0134o, 0134t",1,1
13,5,0C-maj,2D-maj,0F#maj,2D-maj,0C-maj,,,,,,,,,,,,,,,1.1401156785146092,##,_0C-maj2D-maj0F#maj2D-maj0C-maj,"0150c, 0150l, 0150d",1,1
10,6,0C-maj,2F#maj,0A-maj,0C-maj,2F#maj,0A-maj,,,,,,,,,,,,,,1.295461844238322,##,_0A-maj2F#maj0C-maj0A-maj2F#maj0C-maj,"0114c, 0114s",1,1
12,6,0C-maj,2F#maj,0B-min,2Fmaj,0D-maj,1A-maj,,,,,,,,,,,,,,1.0,###,_1A-maj0D-maj2Fmaj0B-min2F#maj0C-maj,"0317l, 0323v, 0317v, 0323l",2,2
10,9,0C-maj,2F#maj,0D-maj,2D-maj/3,0F#maj,2B-min,0E-min,2F#maj,0D-maj,,,,,,,,,,,0.9709505944546686,#####,_0D-maj2F#maj0E-min2B-min0F#maj2D-maj/30D-maj2F#maj0C-maj,"0128v, 0682v",2,2
24,6,0C-maj,2F-maj,0B--maj,2F-maj,0C-maj,2F-maj,,,,,,,,,,,,,,1.188721875540867,##,_2F-maj0C-maj2F-maj0B--maj2F-maj0C-maj,"0987d, 0987c, 0559c, 0559d",2,2
16,10,0C-maj,2F-maj,0B--maj,2F-maj,0C-maj,2F-maj,0B--maj,2F-maj,0C-maj,2F-maj,,,,,,,,,,1.4056390622295662,###,_2F-maj0C-maj2F-maj0B--maj2F-maj0C-maj2F-maj0B--maj2F-maj0C-maj,"0987d, 0987c, 0559c, 0559d",2,2
16,8,0C-maj,2G-maj,0D-maj,2G-maj,0C-maj,2G-maj,0D-maj,2G-maj,,,,,,,,,,,,1.4056390622295662,#,_2G-maj0D-maj2G-maj0C-maj2G-maj0D-maj2G-maj0C-maj,"0987d, 0987c, 0559c, 0559d",2,2
26,3,0C-maj,3B-maj,0E-min,,,,,,,,,,,,,,,,,1.5465935642949382,#,_0E-min3B-maj0C-maj,"1053c, 1053l, 1053o",2,1
12,4,0C-maj,3C-maj6,0C-maj,3C-maj6,,,,,,,,,,,,,,,,1.040852082972755,#,_3C-maj60C-maj3C-maj60C-maj,"0913c, 0913i",1,1
16,5,0C-maj,3D-maj,0A-maj,0C-maj,3D-maj,,,,,,,,,,,,,,,1.0,#,_3D-maj0C-maj0A-maj3D-maj0C-maj,"0699o, 0699c",1,1
14,9,0C-maj,3D-maj,0E-min,0C-maj,3D-maj,0E-min,0D-maj,0C-maj,0E-min,,,,,,,,,,,1.950212064914747,####,_0E-min0C-maj0D-maj0E-min3D-maj0C-maj0E-min3D-maj0C-maj,"0073c, 0073l, 0033v, 0073v, 0033l, 0033c",2,2
16,6,0C-maj,3D-maj,0E-min,0D-maj,0C-maj,0E-min,,,,,,,,,,,,,,1.9056390622295662,##,_0E-min0C-maj0D-maj0E-min3D-maj0C-maj,"0073c, 0073l, 0033v, 0073i, 0073v, 0033i, 0033l, 0033c",2,2
18,6,0C-maj,3D-min7,0G-maj,0C-maj,3D-min7,0G-maj,,,,,,,,,,,,,,0.9182958340544896,###,_0G-maj3D-min70C-maj0G-maj3D-min70C-maj,1192v,2,1
12,9,0C-maj,3D-min7,0G-maj,0C-maj,3D-min7,0G-maj,0C-maj,3D-min7,0G-maj,,,,,,,,,,,1.0,##,_0G-maj3D-min70C-maj0G-maj3D-min70C-maj0G-maj3D-min70C-maj,1192v,2,1
10,4,0C-maj(9),2D-maj(9),"0A-sus4(b7,9)","2B-sus4(b7,9)",,,,,,,,,,,,,,,,1.5219280948873621,#,"_2B-sus4(b7,9)0A-sus4(b7,9)2D-maj(9)0C-maj(9)","51c, 0051c",2,1
12,4,0C-maj/11,2F-maj,0C-maj/11,2F-maj,,,,,,,,,,,,,,,,1.0,#,_2F-maj0C-maj/112F-maj0C-maj/11,"0956c, 0956v",1,1
10,3,0C-maj/3,0B-min/b3,0E-min,,,,,,,,,,,,,,,,,1.295461844238322,#,_0E-min0B-min/b30C-maj/3,"0526v, 0526s",1,1
10,12,0C-maj/3,0D-maj/9,0E-min,0C-maj/3,0D-maj/9,0E-min,0C-maj/3,0D-maj/9,0E-min,0C-maj/3,0D-maj/9,0E-min,,,,,,,,0.9219280948873623,########,_0E-min0D-maj/90C-maj/30E-min0D-maj/90C-maj/30E-min0D-maj/90C-maj/30E-min0D-maj/90C-maj/3,"0531b, 0531c, 0531o, 0531u",1,1
11,5,0C-maj/5,0F-maj7,0D-min7,2C-1,3G-1,,,,,,,,,,,,,,,1.2406705316766886,##,_3G-12C-10D-min70F-maj70C-maj/5,"1167b, 1167c, 1167l, 1167v",1,1
28,8,0C-maj/5,2F#maj,0D-maj,0C-maj/5,2F#maj,0D-maj,0C-maj/5,2F#maj,,,,,,,,,,,,0.9217544759335055,####,_2F#maj0C-maj/50D-maj2F#maj0C-maj/50D-maj2F#maj0C-maj/5,"0074v, 0074d, 0074c, 0074p",1,1
23,11,0C-maj/5,2F#maj,0D-maj,0C-maj/5,2F#maj,0D-maj,0C-maj/5,2F#maj,0D-maj,0C-maj/5,2F#maj,,,,,,,,,1.0534081504863568,##,_2F#maj0C-maj/50D-maj2F#maj0C-maj/50D-maj2F#maj0C-maj/50D-maj2F#maj0C-maj/5,"0074v, 0074d, 0074c, 0074p",1,1
18,14,0C-maj/5,2F#maj,0D-maj,0C-maj/5,2F#maj,0D-maj,0C-maj/5,2F#maj,0D-maj,0C-maj/5,2F#maj,0D-maj,0C-maj/5,2F#maj,,,,,,1.0975378398419535,##,_2F#maj0C-maj/50D-maj2F#maj0C-maj/50D-maj2F#maj0C-maj/50D-maj2F#maj0C-maj/50D-maj2F#maj0C-maj/5,"0074v, 0074d, 0074c, 0074p",1,1
14,17,0C-maj/5,2F#maj,0D-maj,0C-maj/5,2F#maj,0D-maj,0C-maj/5,2F#maj,0D-maj,0C-maj/5,2F#maj,0D-maj,0C-maj/5,2F#maj,0D-maj,0C-maj/5,2F#maj,,,1.2916919971380596,##,_2F#maj0C-maj/50D-maj2F#maj0C-maj/50D-maj2F#maj0C-maj/50D-maj2F#maj0C-maj/50D-maj2F#maj0C-maj/50D-maj2F#maj0C-maj/5,"0074v, 0074d, 0074c, 0074p",1,1
40,4,0C-maj/5,2G-maj,0C-maj/5,2G-maj,,,,,,,,,,,,,,,,1.360964047443681,#,_2G-maj0C-maj/52G-maj0C-maj/5,"0721c, 0721b, 0187c, 0187b",2,2
16,7,0C-maj/5,2G-maj,0C-maj/5,2G-maj,0C-maj/5,2G-maj,0D-maj,,,,,,,,,,,,,1.2987949406953985,#,_0D-maj2G-maj0C-maj/52G-maj0C-maj/52G-maj0C-maj/5,"0721c, 0187c",2,2
10,14,0C-maj/5,2G-maj,0C-maj/5,2G-maj,0C-maj/5,2G-maj,0D-maj,0C-maj/5,2G-maj,0C-maj/5,2G-maj,0C-maj/5,2G-maj,0D-maj,,,,,,1.5219280948873621,######,_0D-maj2G-maj0C-maj/52G-maj0C-maj/52G-maj0C-maj/50D-maj2G-maj0C-maj/52G-maj0C-maj/52G-maj0C-maj/5,"0721c, 0187c",2,2
10,12,0C-maj/5,2G-maj,0C-maj/5,2G-maj,0D-maj,0C-maj/5,2G-maj,0C-maj/5,2G-maj,0C-maj/5,2G-maj,0D-maj,,,,,,,,1.5219280948873621,######,_0D-maj2G-maj0C-maj/52G-maj0C-maj/52G-maj0C-maj/50D-maj2G-maj0C-maj/52G-maj0C-maj/5,"0721c, 0187c",2,2
10,10,0C-maj/5,2G-maj,0D-maj,0C-maj/5,2G-maj,0C-maj/5,2G-maj,0C-maj/5,2G-maj,0D-maj,,,,,,,,,,1.5219280948873621,######,_0D-maj2G-maj0C-maj/52G-maj0C-maj/52G-maj0C-maj/50D-maj2G-maj0C-maj/5,"0721c, 0187c",2,2
10,11,0C-maj/9,0D-min,0B--maj/3,0C-maj/9,0D-min,0B--maj/3,0C-maj/9,0D-min,0B--maj/3,0C-maj/9,0D-min,,,,,,,,,0.9219280948873623,######,_0D-min0C-maj/90B--maj/30D-min0C-maj/90B--maj/30D-min0C-maj/90B--maj/30D-min0C-maj/9,"0531b, 0531c, 0531o, 0531u",1,1
12,5,0C-maj/9,0D-min,0C-maj/9,0D-min,0C-maj/9,,,,,,,,,,,,,,,1.0,#,_0C-maj/90D-min0C-maj/90D-min0C-maj/9,"0062v, 62v",2,1
13,7,0C-maj/9,0D-min,1A-min7,0F#min7,0B--maj7,2B--maj/9,0C-maj/9,,,,,,,,,,,,,1.3520301017579528,####,_0C-maj/92B--maj/90B--maj70F#min71A-min70D-min0C-maj/9,"0122v, 0122d, 0122c, 0122i",1,1
10,5,0C-maj/9,2E-min7,"0G-sus4(b7,9,13)",0D-min7,2E-sus4(b7),,,,,,,,,,,,,,,1.5219280948873621,###,"_2E-sus4(b7)0D-min70G-sus4(b7,9,13)2E-min70C-maj/9","0709u, 0647i, 0709i, 0647u",2,2
11,4,0C-maj/9,2F#maj/5,0D-maj,0C-maj/9,,,,,,,,,,,,,,,,1.2406705316766886,#,_0C-maj/90D-maj2F#maj/50C-maj/9,"0810v, 0901v, 0810s",2,2
11,5,0C-maj/9,3F#maj,0F#maj,0D-maj,0C-maj/9,,,,,,,,,,,,,,,0.9456603046006402,###,_0C-maj/90D-maj0F#maj3F#maj0C-maj/9,"0901d, 0901o, 0901c",1,1
11,6,0C-maj/b7,2D-min,0D-min/11,2D-min,0C-maj/b7,2D-min,,,,,,,,,,,,,,1.0957952550009338,###,_2D-min0C-maj/b72D-min0D-min/112D-min0C-maj/b7,"0812d, 0812l, 0812c",1,1
12,7,0C-maj6,0B--maj7,0C-maj6,0B--maj7,0C-maj6,0B--maj7,0C-maj6,,,,,,,,,,,,,1.2516291673878228,#,_0C-maj60B--maj70C-maj60B--maj70C-maj60B--maj70C-maj6,"0062i, 0062d, 62d, 0062o, 62o, 62i",2,1
12,4,0C-maj6(9),2A-min7(11),0Fhdim7,2B-7(b9),,,,,,,,,,,,,,,,1.4182958340544896,##,_2B-7(b9)0Fhdim72A-min7(11)0C-maj6(9),"0856d, 0856c",1,1
13,4,0C-maj7,0A-min7,2G-1,3D-1,,,,,,,,,,,,,,,,1.1401156785146092,#,_3D-12G-10A-min70C-maj7,"1167b, 1167c, 1167l, 1167v",1,1
10,6,0C-maj7,0B-min7,2E-min7,0A-min7,0G-maj/5,0G-maj7,,,,,,,,,,,,,,0.9709505944546686,###,_0G-maj70G-maj/50A-min72E-min70B-min70C-maj7,"0319c, 0795c",2,2
17,3,0C-maj7,0B-sus4(b7),2B-7,,,,,,,,,,,,,,,,,1.2607717938967942,#,_2B-70B-sus4(b7)0C-maj7,"1192c, 1192d, 0605i, 0605s",3,2
12,8,0C-maj7,0D-maj6,0C-maj7,0D-maj6,0C-maj7,0D-maj6,0C-maj7,0D-maj6,,,,,,,,,,,,1.2516291673878228,#,_0D-maj60C-maj70D-maj60C-maj70D-maj60C-maj70D-maj60C-maj7,"0062i, 0062d, 62d, 0062o, 62o, 62i",2,1
12,3,0C-maj7,2A-min7,0D-min7,,,,,,,,,,,,,,,,,1.0,#,_0D-min72A-min70C-maj7,"0193p, 0737p",2,2
17,3,0C-maj7,2C-maj/9,0D-maj/9,,,,,,,,,,,,,,,,,1.1400677626718574,#,_0D-maj/92C-maj/90C-maj7,"0122v, 0122d, 0122c, 0122i",1,1
13,9,0C-maj7,2C-maj/9,0D-maj/9,0E-min,1B-min7,0A-min7,0C-maj7,2C-maj/9,0D-maj/9,,,,,,,,,,,1.3520301017579528,#####,_0D-maj/92C-maj/90C-maj70A-min71B-min70E-min0D-maj/92C-maj/90C-maj7,"0122v, 0122d, 0122c, 0122i",1,1
