SongID,Title,Artist,Song Length (in mm.),Song Length in Phrases,Beg. Tonic,Beg. Meter,Meter Change?,Tonic Change?,Beg. Mode,Mode Change?
1245,Paper Roses,Marie Osmond,74,19,Ab,4/4,0,1
1244,Help!,The Beatles,106,27,A,4/4,0,0
1247,20-75,Willie Mitchell,72,18,C,4/4,0,0
0935,Cry Like A Baby,The Box Tops,87,22,D,4/4,1,0
1249,Rock'n Me,Steve Miller Band,95,23,B,4/4,0,0
1248,That's Old Fashioned (That's The Way Love Should Be),The Everly Brothers,68,18,G,4/4,0,0
0879,Walk This Way,Run-D.M.C.,137,34,E,4/4,0,1
0973,Little Too Late,Pat Benatar,137,34,E,4/4,0,0
0974,Kokomo (From The Cocktail Soundtrack),The Beach Boys,105,29,C,4/4,0,0
0978,The Look Of Love,Isaac Hayes,235,62,C#,4/4,1,0
0979,Karma Chameleon,Culture Club,194,49,Bb,4/4,0,0
0873,The Battle Of New Orleans,Johnny Horton,109,25,A,4/4,0,0
0872,Secret Love,Freddy Fender,78,21,G,4/4,0,0
0875,She Thinks I Still Care,Elvis Presley,80,20,Bb,4/4,0,0
0874,Superman,Donna Fargo,60,31,B,4/4,0,0
0391,It's Your Thing,The Isley Brothers,124,31,F,4/4,0,0
0508,For Ol' Times Sake,Elvis Presley,62,17,Bb,4/4,1,0
0140,La Grange,ZZ Top,154,39,A,4/4,0,1
0501,Last Dance,Donna Summer,83,23,Eb,4/4,0,1
0500,The Battle Of New Orleans,Johnny Horton,109,25,A,4/4,0,0
0503,Good Vibrations,Marky Mark & The Funky Bunch,266,33,Ab,4/4,0,0
0502,I've Been Loving You Too Long (To Stop Now),Otis Redding,76,19,A,6/8,0,1
0504,The Joker ,Steve Miller Band,148,36,F,4/4,0,0
0507,Still,Commodores,55,16,Db,4/4,0,0
0506,After the Lovin',Engelbert Humperdinck,144,37,C,6/8,1,0
0634,Brass Monkey,Beastie Boys,77,20,A,4/4,0,0
0145,Runaround Sue,Dion,96,24,D,4/4,0,0
0147,Wheels ,The String-A-Longs,60,15,F,4/4,0,0
0480,Give It To Me Baby,Rick James,117,29,G,4/4,0,0
0481,"Baby, Baby Don't Cry",The Miracles,94,23,F,4/4,0,1
0482,I'm In Love,"Evelyn ""Champagne"" King",143,36,C,4/4,0,0
0483,Right Place Wrong Time,Dr. John,124,33,Eb,4/4,0,0
0484,Heart in Hand,Brenda Lee,44,20,C,4/4,0,0
0485,Rich Girl,Hall and Oates,50,14,F,4/4,1,0
0250,Handy Man,Jimmy Jones,71,18,Bb,4/4,0,0
0148,Spirits In The Material World,The Police,105,27,A,4/4,0,0
0012,Lookin' for Love ,Johnny Lee,109,28,D,4/4,1,0
0475,Daydream Believer,Anne Murray,76,18,Bb,4/4,0,0
0474,Silver Threads And Golden Needles,The Cowsills,119,29,F,4/4,1,0
0477,Carrie-Anne,The Hollies,85,21,C,4/4,0,0
0476,I Adore Mi Amor,Color Me Badd,107,26,Eb,4/4,0,0
0471,As Usual,Brenda Lee,54,14,Db,4/4,0,1
0809,On The Wings Of A Nightingale,The Everly Brothers,70,21,A,4/4,0,0
0473,Come Together,The Beatles,91,25,D,4/4,0,0
0472,Sweet Music Man,Kenny Rogers,81,25,D,4/4,1,0
0804,September,"Earth, Wind & Fire",76,20,D,4/4,0,0
0377,I Can't Stand The Rain,Ann Peebles,50,13,Ab,4/4,0,0
0806,We're All Alone,Rita Coolidge,64,16,G,4/4,1,0
0807,You Took The Words Right Out Of My Mouth,Meat Loaf,91,25,G,4/4,0,0
0479,Wendy,The Beach Boys,72,19,F,4/4,0,0
0478,One Last Kiss,J. Geils Band,140,36,D,4/4,0,0
0802,Theme From The Dukes Of Hazzard,Waylon Jennings,76,19,F,4/4,1,0
0371,Losing You,Brenda Lee,45,12,E,12/8,0,0
0578,Giving You the Best That I Got ,Anita Baker,111,28,A,4/4,0,0
0579,Heart Full of Soul,The Yardbirds,81,21,D,4/4,0,0
0574,Along Comes A Woman,Chicago,106,27,D,4/4,0,0
0198,Along Comes A Woman,Chicago,106,27,D,4/4,0,0
0577,Let's work Together,Canned Heat,81,20,G,4/4,0,0
0570,Six Days On The Road,Dave Dudley,97,25,G,4/4,0,0
0571,Quarter To Three,Gary U.S. Bonds,96,24,Eb,4/4,0,0
0572,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,104,26,F,4/4,0,0
0573,"Oh Me, Oh My (Dreams In My Arms)",Al Green,66,9,F,4/4,0,0
0395,Here Come Those Tears Again,Jackson Browne,102,27,Bb,4/4,0,0
0396,Fever,Peggy Lee,112,28,A,4/4,0,1
0397,Kozmic Blues,Janis Joplin,128,31,A,6/8,1,0
0390,Young Hearts Run Free,Candi Staton,107,27,Eb,4/4,0,0
0258,Don t Treat Me Bad,Firehouse,108,52,Ab,4/4,0,0
0393,Misunderstanding,Genesis,64,30,C,4/4,0,0
0254,Sanctify Yourself,Simple Minds,158,41,G,4/4,0,0
0257,Shape Of Things To Come,Max Frost & The Troopers,69,18,F,4/4,0,0
0256,Smokin' In The Boys Room,Brownsville station,92,25,D,4/4,0,0
0251,Theme From Electric Surfboard,Brother Jack McDuff,64,19,Bb,4/4,0,0
0399,One Night,Elvis Presley,50,13,E,12/8,0,0
0253,Love Came To Me,Dion,80,20,G,4/4,0,0
0599,Hey Stoopid,Alice Cooper,141,37,C,4/4,0,1
0510,How Blue Can You Get,B.B. King,44,11,D,4/4,0,0
0199,Could I Have This Dance,Anne Murray,137,39,B,3/4,0,1
0651,It's Raining Men,The Weather Girls,119,32,F,4/4,0,0
0650,Hello Dolly,Louis Armstrong,84,23,C,4/4,0,0
1052,Another Brick In The Wall (Part II),Pink Floyd,96,25,D,4/4,0,0
1053,Heartbreaker,Pat Benatar,129,32,F,4/4,0,0
1054,I Walk Alone,Marty Robbins,60,14,C,12/8,1,0
0654,Tainted Love,Soft Cell,50,15,G,4/4,0,0
1056,After The Love Has Gone,"Earth, Wind & Fire",75,37,F,4/4,1,0
0656,Years From Now,Dr. Hook,130,22,G,3/4,0,0
1058,Ain't No Sunshine,Bill Withers,40,10,A,4/4,0,0
0658,Ask Me,Elvis Presley,41,12,D,12/8,0,0
1193,She's A Woman,The Beatles,120,30,Ab,4/4,0,0
1192,Standing In The Shadows Of Love,Four Tops,76,19,Bb,4/4,0,0
1194,The Year That Clayton Delaney Died,Tom T. Hall,88,22,Db,4/4,0,0
1197,I Won't Stand In Your Way,Stray Cats,64,17,Eb,12/8,0,0
0896,California Nights,Leslie Gore,88,22,C,4/4,0,0
0895,A Dream Goes On Forever,Todd Rundgren,72,18,G,4/4,0,0
0894,On And On And On,Abba,118,30,C,4/4,0,0
0893,War,Edwin Starr,93,24,Eb,4/4,0,0
0891,Happy Jack,The Who,144,42,D,4/4,1,0
0890,Let's Go Get Stoned,Ray Charles,49,13,Db,4/4,0,0
0711,Some Days Are Diamonds (Some Days Are Stone),John Denver,100,25,G,4/4,0,1
0713,Ko-Ko Joe,Jerry Reed,65,21,A,4/4,0,0
0716,Lady (You Bring Me Up),Commodores,118,29,C,4/4,0,0
0898,I Can't Stand It,Eric Clapton,124,31,D,4/4,0,0
0022,Never My Love,The 5th Dimension,57,16,G,4/4,0,1
1279,Let The Music Play ,Shannon,98,49,C,4/4,0,0
0021,Just Can't Wait,The J. Geils Band,126,31,G,4/4,0,0
1173,Live To Tell,Madonna,144,40,D,4/4,0,0
0027,Rock 'n' Roll Fantasy ,Bad Company,88,24,E,4/4,1,0
1171,Night Moves,Bob Seger,148,39,Ab,4/4,1,0
1170,Summertime Blues,Blue Cheer,127,47,C,4/4,1,0
1270,Lambada,Kaoma,201,47,D,4/4,0,0
1271,The Rose,Bette Midler,54,14,C,4/4,0,0
1272,Sidewalk Surfin',Jan & Dean,88,22,D,4/4,0,1
0029,The Joker ,Steve Miller Band,148,36,F,4/4,0,0
1274,She Bop,Cyndi Lauper,128,34,A,4/4,0,0
1276,Baby Don t Forget My Number,Milli Vanilli,162,47,Ab,4/4,0,0
1178,I Want You Back,The Jacksons,75,38,Ab,4/4,1,0
0192,Unforgettable,Dinah Washington,40,10,F,12/8,0,0
0193,Shadow Dancing,Andy Gibb,119,30,G,4/4,1,0
0655,Sunrise,Eric Carmen,146,41,Ab,4/4,1,1
0190,Never Can Say Goodbye,Gloria Gaynor,94,24,C,4/4,0,0
1055,My Wish Came True,Elvis Presley,45,12,D,4/4,0,0
1285,Upside Down,Diana Ross,101,52,G,4/4,1,1
1287,Johnny Reb,Johnny Horton,67,16,E,4/4,0,0
0191,People Got To Be Free,The Rascals,98,24,F,4/4,1,0
1281,When It's Love,Van Halen,133,34,D,4/4,0,0
0657,In Your Soul,Corey Hart,125,38,A,4/4,0,0
1283,Standing In The Shadows Of Love,Four Tops,76,19,Bb,4/4,0,0
1282,Crackerbox Palace,George Harrison,115,28,Bb,4/4,0,0
0664,Looking For A Love,The J. Geils Band,141,37,C,4/4,1,0
1289,There She Goes,The Las,80,27,G,4/4,0,0
0157,Sleep Walk,Santo & Johnny,72,18,Db,6/8,0,0
0154,Lonely Eyes,Robert John,70,18,F,4/4,0,0
0155,Forever Man,Eric Clapton,87,21,D,4/4,0,0
0620,Twisting the Night Away,Rod Stewart,104,28,D,4/4,0,0
0153,Walk Right Back,The Everly Brothers,74,18,Db,4/4,0,0
0150,What's Love Got To Do With It,Tina Turner,95,25,G#,4/4,1,0
1059,I've Been Everywhere,Hank Snow,134,36,Db,6/8,1,1
0097,Motown Philly ,Boyz II Men,111,32,D,4/4,0,0
0095,Drivin' Wheel,Foghat,153,39,D,4/4,0,0
0094,Wild Horses,Rolling Stones,100,26,G,4/4,0,0
0628,Hold On,Wilson Phillips,88,22,F,4/4,0,0
0092,Shock the Monkey,Peter Gabriel,146,37,D,4/4,0,0
0158,Something About You,Level 42,98,27,E,4/4,0,0
0159,Little Sister,Elvis Presley ,64,21,E,4/4,0,0
1300,Where The Streets Have No Names,Pet Shop Boys,134,33,Bb,4/4,0,1
0249,Old Time Rock & Roll,Bob Seger,100,25,F#,4/4,0,0
0721,Help Is On The Way,Little River Band,105,27,B,4/4,0,0
0720,Rocky Mountain High,John Denver,97,25,E,4/4,1,0
0761,Walk Right In,Dr. Hook,87,23,D,4/4,0,0
0688,On The Road Again,Canned Heat,36,12,E,4/4,0,0
0841,Born To Be Wild,Steppenwolf,74,19,E,4/4,0,0
0842,Goodbye Yellow Brick Road,Elton John,50,25,F,4/4,1,0
0843,If I Could Turn Back Time,Cher,111,32,B,4/4,0,1
0844,Burning Down The House,Talking Heads,104,26,D,4/4,0,0
0845,I Got My Mind Set On You,George Harrison,143,36,E,4/4,0,0
0846,Dance Away,Roxy,115,21,Eb,4/4,0,0
0847,Sweet Surrender,Bread,52,13,A,4/4,0,0
0848,"Liar, Liar",The Castaways,65,19,C,4/4,0,0
0849,Do You Love Me,The Contours,105,29,F,4/4,0,0
0439,Ruby Baby,Dion,78,20,E,4/4,0,0
0531,Running Up That Hill,Kate Bush,130,35,C,4/4,0,0
0533,Baby You're Right,James Brown,48,11,D,4/4,0,0
0929,Dirty Water,Rock And Hyde,113,29,G,4/4,0,0
0537,Indiana Wants Me,R Dean Tayloy,69,14,Ab,4/4,1,0
0927,"Out Of Sight, Out Of Mind",Little Anthony & The Imperials,42,12,Ab,4/4,0,0
0430,I Want a New Drug,Huey Lewis & The News,85,22,A,4/4,0,0
0433,If I Could Reach You,The 5th Dimension,113,29,Bb,4/4,0,0
0432,One Bad Apple,The Osmonds,124,17,C,4/4,0,0
0923,Judy,Elvis Presley,76,21,G,4/4,0,0
0434,Where Or When,Dion,47,14,Ab,4/4,0,0
0920,Hot In The City,Billy Idol,98,25,C,4/4,0,0
0729,Pretty In Pink,Psychedelic Furs,152,38,D,4/4,0,0
0683,That Girl,Stevie Wonder,139,37,Ab,4/4,0,0
0680,Years Ago,George Harrison,117,29,D,4/4,0,0
1177,Against The Wind,Bob Seger,150,39,G,4/4,0,0
0681,With Or Without You ,U2,135,34,D,4/4,0,0
0023,And She Was,Talking Heads,115,29,E,4/4,0,0
0463,Seasons Of The Heart,John Denver,63,16,C,4/4,1,0
1064,Sad Eyes,Robert John,76,20,C,4/4,0,1
0695,Boulevard,Jackson Browne,117,32,A,4/4,0,0
0696,Too Many Rivers,Brenda Lee,68,17,Bb,4/4,0,0
0691,Tell It Like It Is,The Neville Brothers,55,15,E,12/8,0,0
0690,Queen Of Hearts,Juice Newton,144,38,D,4/4,0,1
0692,Fever,Rita Coolidge,88,22,A,4/4,0,0
0026,Swing Talkin' Guy,Chiffons,90,22,B,4/4,0,0
1066,My Hometown,Bruce Springsteen,133,34,A,4/4,0,0
0699,Heartaches,Bachman-Turner Overdrive,112,28,E,4/4,0,0
0698,People Get Ready,Jeff Beck,87,43,D,4/4,0,1
0325,Let Me Get To Know You,Paul Anka,88,27,E,4/4,0,0
0324,When Will I Be Loved,Linda Ronstadt,66,16,E,4/4,0,0
0326,My Boy,Elvis Presley,77,22,D,4/4,0,0
0320,Floy Joy,The Supremes,85,21,F,4/4,0,0
0288,As Usual,Brenda Lee,54,14,Db,4/4,0,1
0289,Guitar Man,Elvis Presley,170,44,Db,4/4,0,0
0284,These Boots Are Made For Walkin',Nancy Sinatra,58,29,F,4/4,1,0
0025,Chicago ,Graham Nash,82,28,A,4/4,1,0
0282,Gotta Serve Somebody,Bob Dylan,127,32,A,4/4,0,0
0280,It Takes Two,Marvin Gaye & Kim Weston,112,28,Bb,4/4,0,0
0281,There's the Girl,Heart,122,29,B,4/4,0,0
0992,Nightshift,The Commodores,114,29,Ab,4/4,0,0
0993,There Goes My Everything,Elvis Presley,81,21,Ab,3/4,0,0
0990,Shapes Of Things,The Yardbirds,58,20,G,4/4,0,0
0991,The Bitch Is Back,Elton John,119,32,Ab,4/4,0,0
0448,Jump (for My Love),The Pointer Sisters,134,35,A,4/4,0,1
0743,One Way or Another,Blondie,139,35,D,4/4,0,0
0995,Gloria,Laura Branigan,90,22,A,4/4,0,0
0444,I Really Don't Want To Know,Elvis Presley,68,17,C,3/4,0,0
0445,Old Days,Chicago,109,27,C,4/4,0,0
0446,Back Home Again,John Denver,136,34,E,4/4,0,0
0999,Hocus Pocus,Focus,159,41,A,4/4,0,0
0442,World In My Eyes,Depeche Mode,122,31,Eb,4/4,0,0
0443,Better Things,The Kinks,96,26,D,4/4,0,0
0264,Dandelion,Rolling Stones,107,29,Bb,4/4,0,0
0265,(Last Night) I Didn't Get To Sleep At All,The 5th Dimension,86,21,Ab,4/4,1,0
1139,Are You Sure Hank Done It This Way,Waylon Jennings,82,23,B,4/4,0,0
1138,Torn Between Two Lovers,Mary MacGregor,121,30,Bb,4/4,0,0
0109,Ma belle amie,The tee set,69,24,G,4/4,0,0
0261,In-A-Gadda-Da-Vida,Iron Butterfly,83,23,D,4/4,1,0
0263,Last Kiss,Wednesday,82,23,E,4/4,0,0
0105,The Spirit of Radio,Rush,176,48,E,4/4,1,0
0104,We Two,Little River Band,143,36,A,4/4,0,0
0107,Sweet Home Alabama,Lynyrd Skynyrd,88,22,G,4/4,0,0
0106,If,Bread,60,15,A,4/4,0,0
0268,Time For Me To Fly,REO Speedwagon,74,38,D,4/4,0,0
0269,Money,Pink Floyd,140,36,B,7/4,1,0
1135,Loving Her Was Easier,Kris Kristofferson,72,18,C,4/4,0,0
1134,Mighty Good Lovin',The Miracles,86,21,Eb,4/4,0,0
1277,American Storm,Bob Seger,159,39,A,4/4,0,0
0044,Some Like It Hot,The Power Station,158,39,E,4/4,0,0
0194,Willie And The Hand Jive,Eric Clapton,51,17,A,4/4,0,0
0782,Because I Love You,Stevie B,69,27,Db,4/4,0,0
0668,Big Yellow Taxi,Joni Mitchell,66,17,D,4/4,0,0
0210,She's A Lady,Tom Jones,75,19,D,4/4,1,1
0213,Comin' Home Baby,Mel Torme,96,24,G,4/4,0,0
0212,It's Gonna Work Out Fine,Ike & Tina Turner,82,21,C,4/4,0,0
0215,Magic Man,Heart,142,38,G,4/4,1,0
0742,The Power,Snap,99,28,B,4/4,0,0
1009,The Millionaire,Dr. Hook,65,32,Eb,4/4,1,0
0216,Do your thing,Isaac Hayes,30,8,F,4/4,0,0
0660,There's the Girl,Heart,122,29,B,4/4,0,0
0218,Fernando,Abba,101,11,A,4/4,1,0
0662,Looking For A Love,The J. Geils Band,141,37,C,4/4,1,0
0663,He's so shy,Pointer Sisters,104,28,C,4/4,0,0
1003,Baby Come Back,Player,59,30,Eb,4/4,0,0
1002,Freeze-Frame,J. Geils Band,162,26,C,4/4,0,0
0749,Dyer Maker,Led Zepplin,90,23,C,4/4,0,0
0195,Schoool's out,Alice Cooper,142,36,F#,4/4,0,0
1227,Chicago,25 or 6 to 4,175,41,A,4/4,0,0
1226,All she wants is,Duran Duran,126,30,D,4/4,0,0
1225,I've Got A Tiger By The Tail,Buck Owens,102,26,E,4/4,0,0
1223,I'll Tumble 4 Ya,Culture Club,68,19,C,4/4,0,0
1222,Carrie,Cliff Richard,102,28,D,4/4,0,0
1221,I'm In Love,Wilson Pickett,56,23,E,4/4,0,0
1220,Get Ready,Rare Earth,96,24,D,4/4,0,0
1085,Make Me Smile,Chicago,132,44,Eb,4/4,1,1
1229,You've got a Friend,Roberta Flack and Donny Hathaway,71,21,Ab,4/4,0,0
1228,Saturday Night,Bay City Rollers,97,24,G,4/4,0,0
1084,All Through The Night,Cyndi Lauper,107,29,Ab,4/4,1,0
0812,Super Freak Part One,Rick James,110,28,A,4/4,1,0
0468,Ain't Too Proud To Beg,The Temptations,76,19,C,4/4,0,0
0066,Do You Love Me,The Contours,105,29,F,4/4,0,0
0067,Bongo Stomp,Little Joey & The Flips,62,15,Eb,4/4,0,0
0064,Cry Softly Lonely One,Roy Orbison,95,16,G,4/4,1,0
0469,In Your Soul,Corey Hart,125,38,A,4/4,0,0
0062,Hurts To Be In Love,Gino Vanelli,78,21,E,4/4,0,0
0061,I Put A Spell On You,Creedence Clearwater Revival,75,21,E,12/8,1,0
0068,Black Cars,Gino Vannelli,102,28,E,4/4,0,0
0119,Stand By Me,"David Ruffin, Jimmy Ruffin",92,23,G,4/4,0,0
0539,Stop This Game,Cheap Trick,127,35,E,4/4,0,0
1125,Treat Her Right,Roy Head,84,21,G,4/4,0,0
0963,The Stroke,Billy Squier,165,23,D,4/4,0,0
0961,Take A Chance On Me,Abba,113,29,B,4/4,1,0
1286,Sukiyaki,A Taste Of Honey,58,15,Eb,4/4,0,0
0967,Breezin',George Benson,111,29,D,4/4,0,0
1089,Who Will You Run To ,Heart,119,32,A,4/4,0,0
0965,Sweet Soul Music,Arthur Conley,92,23,C,4/4,1,0
0964,Hello Hello,The Sopwith Camel,80,20,C,4/4,1,0
0969,Don't Ask Me Why,Billy Joel,70,18,Bb,4/4,1,0
0968,Coming On Strong,Brenda Lee,74,19,C,4/4,0,0
1280,Treat Her Like A Lady,Cornelius Brothers & Sister Rose,92,21,F#,4/4,0,0
0418,Chain Of Fools,Aretha Franklin,79,20,C,4/4,1,0
0492,Don't stand so close to me,Police,140,35,Eb,4/4,0,0
0490,My Thang,James Brown,41,11,F,4/4,0,0
0497,City In The Sky,The Staple Singers,99,27,D,4/4,0,0
0169,Don Gibson,Sea of Heartbreak ,114,16,G,4/4,0,0
0494,I Don't Need You,Kenny Rogers,58,17,Db,4/4,0,0
0790,Everybody Loves Me but You,Brenda Lee,44,11,G,12/8,0,0
0791,Hungry Eyes ,Eric Carmen,112,28,F,4/4,0,0
0792,Almost Grown,Chuck Berry,88,22,G,4/4,0,0
0241,White Christmas,Bing Crosby,68,18,A,4/4,1,0
0794,Catch My Fall,Billy Idol,120,30,G,4/4,0,0
0795,I Want You,Marvin Gaye,98,27,C#,4/4,0,0
0796,"You're The First, The Last, My Everything",Barry White,112,30,F,4/4,0,0
