10,6,Cmaj,B-maj,Fmaj,B-maj,E-maj,Cmaj,,,,,,,,,,,,,,0.9709505944546686,#,_CmajE-majB-majFmajB-majCmaj,0322; 0733
25,13,Cmaj,B-maj,Fmaj,B-maj,Fmaj,B-maj,Fmaj,B-maj,Fmaj,B-maj,Fmaj,B-maj,Fmaj,,,,,,,1.3397218324096136,###,_FmajB-majFmajB-majFmajB-majFmajB-majFmajB-majFmajB-majCmaj,0053; 0139; 0246; 0518; 0662; 0664; 0668; 0885; 0900; 0995; 1025; 1134; 1177
14,15,Cmaj,B-maj,Fmaj,B-maj,Fmaj,B-maj,Fmaj,B-maj,Fmaj,B-maj,Fmaj,B-maj,Fmaj,B-maj,Fmaj,,,,,1.3787834934861756,#,_FmajB-majFmajB-majFmajB-majFmajB-majFmajB-majFmajB-majFmajB-majCmaj,0053; 0139; 0662; 0664; 0885; 0900; 1025; 1134; 1177
112,8,Cmaj,B-maj,Fmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,,,,,,,,,,,,1.3193201501728824,#,_FmajB-majCmajFmajB-majFmajB-majCmaj,0012; 0067; 0115; 0179; 0187; 0214; 0289; 0314; 0322; 0358; 0383; 0439; 0455; 0577; 0672; 0721; 0733; 0773; 0792; 0852; 0874; 0948; 0952; 1103; 1125; 1155; 1193; 1247; 1276
66,13,Cmaj,B-maj,Fmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,,,,,,,1.4113592607900538,####,_FmajB-majCmajFmajB-majFmajB-majCmajFmajB-majFmajB-majCmaj,0115; 0187; 0214; 0289; 0358; 0383; 0439; 0455; 0577; 0672; 0721; 0773; 0792; 0852; 0874; 0948; 1103; 1125; 1193
38,18,Cmaj,B-maj,Fmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,,1.3367240987765086,####,_FmajB-majCmajFmajB-majFmajB-majCmajFmajB-majFmajB-majCmajFmajB-majFmajB-majCmaj,0115; 0187; 0214; 0289; 0439; 0455; 0577; 0672; 0721; 0773; 0792; 0948; 1103; 1125
13,11,Cmaj,B-maj,Fmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,,,,,,,,,1.2389012566026307,##,_FmajB-majCmajFmajB-majCmajFmajB-majFmajB-majCmaj,0067; 0314; 0358; 0383; 0455; 0577; 0852; 0874
12,7,Cmaj,B-maj,Fmaj,B-no3,Cmaj,B-maj,Fmaj,,,,,,,,,,,,,1.2516291673878228,##,_FmajB-majCmajB-no3FmajB-majCmaj,0107
13,11,Cmaj,B-maj,Fmaj,Cmaj,B-maj,Cmaj,B-maj,Fmaj,Cmaj,B-maj,Cmaj,,,,,,,,,0.9912642605354289,##,_CmajB-majCmajFmajB-majCmajB-majCmajFmajB-majCmaj,0053; 0512; 0901; 1025
595,9,Cmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,,,,,,,,,,,0.9566817990811178,##,_FmajB-majCmajFmajB-majCmajFmajB-majCmaj,0015; 0074; 0075; 0095; 0107; 0130; 0209; 0210; 0260; 0268; 0271; 0300; 0314; 0317; 0323; 0358; 0366; 0389; 0406; 0407; 0430; 0455; 0458; 0545; 0577; 0589; 0621; 0640; 0645; 0675; 0684; 0690; 0706; 0762; 0810; 0852; 0874; 0886; 0889; 0901; 0910; 0929; 0946; 0991; 1002; 1086; 1249; 1265; 1282
24,12,Cmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,Dmin,B-maj,Cmaj,B-maj,Fmaj,Cmaj,,,,,,,,1.4056390622295662,####,_CmajFmajB-majCmajB-majDminFmajB-majCmajFmajB-majCmaj,0705; 0888; 1250
16,6,Cmaj,B-maj,Fmaj,Cmaj,Dmin,Cmaj,,,,,,,,,,,,,,1.2475562489182657,#,_CmajDminCmajFmajB-majCmaj,0561; 0627; 0695; 1121; 1188; 1282
10,11,Cmaj,B-maj,Fmaj,Cmaj,Fmaj,B-maj,Cmaj,Fmaj,B-maj,Cmaj,Fmaj,,,,,,,,,0.9709505944546686,####,_FmajCmajB-majFmajCmajB-majFmajCmajFmajB-majCmaj,0030; 0537; 0690
15,7,Cmaj,B-maj,Fmaj,Cmaj,Gmaj,B-maj,Fmaj,,,,,,,,,,,,,1.53012496531497,#,_FmajB-majGmajCmajFmajB-majCmaj,0053; 0206; 0366; 0451; 0655; 0684; 1025; 1034
16,7,Cmaj,B-maj,Fmaj,Cno3,Cmaj,B-maj,Fmaj,,,,,,,,,,,,,1.0,##,_FmajB-majCmajCno3FmajB-majCmaj,0074; 0268; 0910; 1085
44,6,Cmaj,B-maj,Fmaj,Dmin,B-maj,Cmaj,,,,,,,,,,,,,,0.9187596163744738,#,_CmajB-majDminFmajB-majCmaj,0371; 0705; 0888; 0968; 0992; 1155; 1250; 1256
